Score,Text
0.542,"""In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply."""
0.604,"""Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness"""
0.250,"""don't fret, there's another game on at 8 #staytuned"""
0.312,"""droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports"""
0.522,"""Man city's kit is dreadful!"""
0.500,"""when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost"""
0.688,"""has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam"""
0.500,"""'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn."""
0.375,"""But When it come to a serious situation, I be glad I gave it deep thought 💯"""
0.333,"""First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family"""
0.604,"""I have no clue where my charger is... #lost"""
0.280,"""He had been retired 20 minutes ago by most blues on here 😊"""
0.646,"""why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad"""
0.469,"""you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user."""
0.417,"""thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel."""
0.604,"""Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart"""
0.188,"""A pessimist is someone who, when opportunity knocks, complains about the noise #mikeshumor"""
0.688,"""I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes."""
0.458,"""That's the old me though #imachildofgod #whatistwerking #sober #married #bye"""
0.854,"""The most depressing part of being ill is that your taste goes 😫"""
0.688,"""I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy"""
0.646,"""My encouragement today is my dog while my head is in a fog. #epicfail #feelingfedup #tired #ihaveheardeverything #wondering"""
0.438,"""Don't be disheartened if you didn't get the cards you wanted, it's not the end of the world......E-Eh...? Y-You want me to cheer you up?"""
0.438,"""Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. #WannaGetAway #Contest"""
0.479,"""grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete"""
0.458,"""err I wasnt gloomy. 17.2 mio people were not gloomy only #remain were #Brexit"""
0.312,"""The Left has been protected so long, they've lost their reasoning power."""
0.500,"""Ffs dreadful defending"""
0.737,"""I know it's the final day of summer when it's the finale of #sadness"""
0.688,"""Why can't you just be mine. #forlorn"""
0.812,"""When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know"""
0.729,"""Wow the #Denver housing market is #depressing no places to buy in my range 😢 #FML"""
0.438,"""They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed."""
0.542,"""Can it be 10 PM so I can sulk in my tub while listening to Lana"""
0.771,"""My prayers are with the family, friends &amp; members of as you mourn the loss of Engineer Ryan Osler. #LODD #RIP"""
0.500,"""- the jest, Kara didn't chuckle, instead her baby blues were narrowed in on Adam like a warning. If his brain /wasn't/ -"""
0.200,"""We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night"""
0.792,"""Too many gloomy days"""
0.271,"""i can't take u #serious unless u use #emojis"""
0.625,"""this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall"""
0.896,"""My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness"""
0.146,"""Never a dull moment when talking to Nell 😂😂😂😂😋"""
0.688,"""story of my life. #lost"""
0.292,"""cheer up, luv. your face is alot prettier when you're not frowning. &lt;3"""
0.771,"""Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired"""
0.375,"""Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down 😭😭for #Wesper\nAlso,\n4)Too Good. #serious kaz/inej feelz"""
0.708,"""Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup"""
0.688,"""indeed &amp; is sadness unavoidable? #MHChat"""
0.542,"""Sorry I missed you :) I stayed up late working and pondering life"""
0.896,"""Going home is depressing"""
0.271,""": YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -"""
0.375,"""Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious"""
0.562,"""Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious"""
0.688,"""The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim"""
0.354,"""After she threw me out I had to sedate her. With a damn horse tranquilizer.'"""
0.521,"""Everything is far away because time is short, no rest for the weary."""
0.167,"""hate to see y'all frown but I'd rather see him smiling 💕✨"""
0.354,"""In serious need of a nap"""
0.239,"""I am more comfortable here at the Dove House than I was in my own home for 24 years. This is HOME &amp; I am very grateful. #dove #indy #sober"""
0.500,"""Has anyone noticed that stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad"""
0.208,"""Unmatched Party Specialist /co #serious #job #titles"""
0.729,"""Wanna pop some pills, sedate myself, and wake up tomorrow."""
0.208,"""thanks mucho kate💕 #sober"""
0.438,"""nahh thats grim"""
0.854,"""but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days"""
0.292,"""i love the word fret so much and im in heaven"""
0.708,"""sad people are that sick and boring 😬😬😬"""
0.381,"""I'm done with your piano, blues playing, smooth talking ass. On to the nexttt"""
0.354,"""penny dreadful season 3?"""
0.562,"""In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet"""
0.583,"""why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall"""
0.312,"""yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?"""
0.188,"""Chalk dance notation entree manchester inasmuch as corinthian products that discourage drag branding: ARwuEVfqv"""
0.500,"""&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit 💯.."""
0.458,"""Probs spent a grand total of five minutes sober since Sunday evening :) #freshers"""
0.500,"""Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from showing why he should be in the team!!"""
0.604,"""Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad"""
0.333,"""don't I know it, try not to fret my sweet little pupper"""
0.375,"""Do not grow weary in doing good. The treadlines are better than deadlines.' #CGI2016"""
0.646,"""#lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however #wewait"""
0.500,"""carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more"""
0.229,"""I actually understand it for plumbers etc. Wire would get in the way while under a sink"""
0.521,"""How dull."""
0.271,"""#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral"""
0.396,"""Go help the cause..net. #recovery #sober #addiction"""
0.670,"""Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired #hurt #nojustice #surivivor #NoMore"""
0.438,"""Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)"""
0.729,"""Back in Cardiff after an amazing 10 days away 😭 #depressing"""
0.479,"""Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight"""
0.417,"""Loool understand the pessimism but it will 😂"""
0.792,"""2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 #thanks #unhappy #crb"""
0.396,"""I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit"""
0.688,"""I was in high school and remember helping neighbors clean up back home in Greenville. Pretty sobering stuff. #sadness"""
0.583,"""u know ion play that shit bout my weary brother"""
0.417,"""The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\n-Mark Twain"""
0.667,"""why the fuck does my mum want me to put corn in the curry?! #grim"""
0.812,"""Trying to make a #better_world is #depressing when it's a #failure -__-"""
0.354,"""#Always #borrow #money from a #pessimist. He won't #expect it #back."""
0.562,"""only #true #depression #fans will get this one 😂😂"""
0.396,"""A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-"""
0.688,"""When will the weeks full of Mondays end??"""
0.750,"""Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔"""
0.688,"""I don't know whether to despair or agitate for a cull."""
0.417,"""Marcos rojo plays for man united !! Just let that sink in !!!"""
0.562,"""Nature looks a lot greener on gloomy dayz"""
0.375,"""*Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--"""
0.553,"""Does she really need to pout all the time - getting on my nerves #GBBO"""
0.262,"""Dream show how cisco 642-188 pdf melancholy: aHid"""
0.675,"""I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit"""
0.521,"""#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad,"""
0.542,"""Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me"""
0.583,"""I'm #mad that my brother is #sad ! Feel better bub!"""
0.229,"""I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,"""
0.500,"""name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke"""
0.604,"""Take 2k out of it the numbers on madden are low and have dropped and people are unhappy"""
0.688,"""ew omg that is so grim"""
0.542,"""... Huh. Perhaps... Because we're both so dreary, we get along well?"""
0.229,"""There is no dark side in the moon. In fact, it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon'"""
0.688,"""MY CAR IS DENTED FROM THE HAIL sad"""
0.271,"""I stayed at a hotel who packed picnic lunches to take on the road!! #BetterTogether"""
0.292,"""Drinkin me some red wine &amp; listening to some fred mcdowell playing the #blues . He did not play no #rocknroll. Fantastic noise #justsaying"""
0.333,"""Yeah I won't mourn it but I'm glad I rode it the last time I visited."""
0.167,"""Yes I am picking up sticks and pine cones in my front yard"""
0.720,"""Do you know how much it hurts to see you best friend sad?"""
0.375,"""next to despair, hope shines even brighter (you get me Matt)"""
0.375,"""Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck."""
0.646,"""LOL this day is too gloomy for being people, should've canceled and stayed in bed"""
0.583,"""How a dad would feel knowing his daughter is getting dashed around for whines in the rave😭"""
0.708,"""I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden"""
0.458,"""Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?"""
0.688,"""I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener"""
0.333,"""No quite sure how Craig Gordon's stayed on the park there !!"""
0.271,"""I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk"""
0.417,"""Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed"""
0.750,"""So Mary Berry, Mel and Sue have gone with their principles, and has gone with the fame and fortune. #GBBO #depressing"""
0.750,"""much #sadness and #heartbreak"""
0.458,"""Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful."""
0.562,"""tim burton never fails to depress me"""
0.438,"""It's dark"""
0.458,"""My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #TerenceCrutcher"""
0.417,"""Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues"""
0.375,"""Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo."""
0.680,"""If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy"""
0.438,"""Donating to Trump puts a damper on a very exciting season. Really bad look, Ricketts family."""
0.562,"""Congratulations! My top home-owning tip: try not to look at your mortgage balance too often. The slowness will depress you."""
0.354,"""will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost"""
0.458,"""I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth"""
0.616,"""the bantz are absolutely top notch, inconsolable I was when I realised"""
0.375,"""Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie."""
0.362,"""The pine colada starburst nasty. Don't @ me"""
0.479,"""Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾"""
0.979,"""i am le depressed i l hate myself xDDdD #sad #depress #loner #emo"""
0.333,"""I'm 3 days sober don't wanna ruin it"""
0.312,"""Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings"""
0.604,"""Awareness of time is awareness of time lost. #awareness #time #lost"""
0.667,"""What a grim night #GetTheFireLit 🔥"""
0.354,"""Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain"""
0.233,"""David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues"""
0.458,"""😂😂😂. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad 😂"""
0.271,"""Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…"""
0.792,"""The three R's depress me."""
0.667,"""just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom"""
0.543,"""Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy"""
0.729,"""TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself"""
0.208,"""April 25th, 2010 for me. Keep up the good work!! #sober #prouder"""
0.167,"""also who has amazon prime that would like to help a girl out LOL #serious"""
0.708,"""where broken hearted lovers do cry away their gloom"""
0.542,"""them cold, dark nights are slowly creeping in 🌌"""
0.521,"""meden is frowning at you with her non existent face"""
0.667,"""Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is"""
0.729,"""dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/"""
0.688,"""My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color"""
0.206,"""take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that."""
0.271,"""I will watch when it opens in Mexico in a week. Thank you for making it and don't be discouraged."""
0.542,"""How do u grieve someone who legally wasn't a person yet?"""
0.479,"""Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. #LIFTSocial"""
0.521,"""i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse"""
0.208,"""of course! This is a happy hentai, not a sad or gloomy one"""
0.458,"""Mayor visits downtrodden part o town in brave PR stunt. More at eleven."""
0.231,"""You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7."""
0.688,"""Can I just sulk in peace 😂"""
0.479,"""God knows why you'd wanna go with a girl who's slept with half ya mates #grim"""
0.455,"""Why doesn't anybody I know watch penny dreadful? ☹️️"""
0.562,"""Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately..."""
0.167,"""roast them. Then risotto with sage and pine nuts"""
0.500,"""Fuck yall for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism"""
0.583,"""Some of these people at this protest are just there for the adrenaline rush. #depressing"""
0.500,"""all three of my agin's on the pout ."""
0.708,"""your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy"""
0.479,"""no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything"""
0.354,"""yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right."""
0.542,"""Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)"""
0.831,"""Incredibly shocked and disappointed with customer service. Really making me rethink flying with them in the future. #unhappy"""
0.729,"""Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL"""
0.396,"""Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets"""
0.750,"""If anybody needs me I'll be drowning my blues in a sea of whiskey 🍻"""
0.420,"""An hour played and have conceded less at West ham than have at northampton. Let that sink in."""
0.583,"""ball watching &amp; Rojo'd header was equally dreadful!!"""
0.500,"""FYI y'all can't mourn or celebrate shawty lo cause y'all ain't played his music since 08'"""
0.521,"""and for inconsolable Oxford academics - 'Brussels should just ignore the #Brexit vote and tell the UK it can't leave the EU....ever....wah'"""
0.354,"""gloomy days should just be for high cuddles and movies"""
0.688,"""wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced"""
0.583,"""Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression"""
0.521,"""-- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away."""
0.854,"""When you have 15 doe run the opposite side of you 🙁 #depression"""
0.167,"""I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #humor #funny"""
0.854,"""Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore"""
0.438,"""Don't get too close it's dark inside 🌫🌊"""
0.438,"""I'm frowning at you intensely until you watch plastic memories."""
0.646,"""Another unhappy customer. #secreteyes"""
0.292,"""#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun"""
0.604,"""How long will they mourn me?"""
0.667,"""Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college"""
0.509,"""I am inconsolable at this GIF in context"""
0.460,"""species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even frown on talking about eating humans #lizardscum"""
0.896,"""After 3 idk why I start feeling so depress, sad and lonely."""
0.521,"""One way ticket to the blues."""
0.354,"""I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama"""
0.333,"""szn 3 &gt;&gt;&gt; szn 1 &gt;&gt;&gt; szn 2. Just to warn you. Don't let szn 2 discourage you."""
0.542,"""most of Trump supporters have not clue about the meaning of the words they used just like him #nevertrump"""
0.458,"""The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now."""
0.229,"""Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂"""
0.729,"""Bojack Horseman: the saddest show ever written?? #depression #season1"""
0.146,"""thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic"""
0.646,"""This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between."""
0.271,"""The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful"""
0.521,"""Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook"""
0.750,"""Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim"""
0.167,"""ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro"""
0.562,"""The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days"""
0.667,"""When the surfer girl and i don't speak the same language anymore.. #justsaying #sadness"""
0.226,"""don't let him discourage you Z! That's one of the best ideas yet!"""
0.625,"""It's always over.. until I'm no longer sober... then it feels like I wana start over #UL"""
0.104,"""Just put the winter duvet on ☃️❄️🌬☔️"""
0.208,"""#Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida"""
0.354,"""Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS"""
0.375,"""Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' #CGI2016"""
0.396,"""Life's too short to be frowning for so long"""
0.917,"""oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression"""
0.320,"""Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce"""
0.958,"""I want to pour all my tears on someone right now. So tired of this #upset #sad"""
0.188,"""blues bar"""
0.375,"""I'm onto you, , I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits."""
0.604,"""Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race"""
0.854,"""I am worried that she felt safe. #unhappy"""
0.500,"""236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots"""
0.679,"""#depressing it's so freaking close !"""
0.708,"""I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol"""
0.396,"""This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-)"""
0.917,"""Extreme sadness"""
0.278,"""#PeopleLikeMeBecause of some unknown reason but I try to discourage it"""
0.646,"""r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!"""
0.688,"""I'm distraught! 😭 Candice and her pout can piss off"""
0.375,"""Although I don't expect a trumpie to understand the difference between real things and pretend things."""
0.354,"""Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion"""
0.351,"""pine nut.... Chestnut....peanut....wait... Wrong film"""
0.343,"""out of Rory starts. What would your B group look like w/o him? Hideki and Walker, and throw Reed or Knox on the pine?"""
0.625,"""included for maximum #sadness"""
0.500,"""We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson"""
0.427,"""LORD MAKE ME AN INSTRUMENT OF YOUR PEACE — Where there's hate, let me sow love — Where there's injury, pardon — Where there's despair, hope"""
0.306,"""— Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —"""
0.500,"""Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west."""
0.667,"""It's way too hard not to get discouraged."""
0.417,"""Flight 815 crashed on The Lost Island 2004 #lost"""
0.188,"""I'm so proud he understands this, he shows love, thought and compassion and it's not done in a clouded way.."""
0.542,"""As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles."""
1.000,"""I feel like I am drowning. #depression #anxiety #falure #worthless"""
0.250,"""Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!"""
0.542,"""xDD it's a song that can not be weary (?)"""
0.333,"""SOBRIETY® trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober"""
0.250,"""BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells"""
0.583,"""I got a super speeder and lost my license for 6 months! 😩🔫"""
0.125,"""#FF Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends 😎🎸"""
0.333,"""Snores on TL. Boredom sunk in."""
0.495,"""The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now."""
0.292,"""Been sober for days lmao"""
0.396,""": And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a"""
0.438,"""i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!"""
0.854,"""Sigh. I got a B- .. #depressing"""
0.833,"""sorry Main twitter im in depress"""
0.292,"""I was having breakfast when I seen this?! I blew my cereal in the #sink!!"""
0.396,"""A Leopard never changes its spots! #lost"""
0.542,"""Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--"""
0.708,"""#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they"""
0.438,"""Don't depress yourself by comparing yourself. No comparisons."""
0.542,"""It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS"""
0.875,"""This shit hurting my heart 😪 that's how serious it is ."""
0.375,"""#ThankYouCGI - Do not grow weary in doing good. #CGI2016"""
0.625,"""Is that really all you can offer for those who sacrifice daily to keep you safe...? #sad"""
0.604,"""nooooo. Poor Blue Bell! not again."""
0.729,"""Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness"""
0.521,"""Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs"""
0.646,"""I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism"""
0.292,"""sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour"""
0.208,"""ohh silver lake came up a lot on there! Is that where you guys stayed?"""
0.250,"""No one wants to win the wild card because you have to play the Cubs on the road."""
0.688,"""Once you've accepted your flaws, no one can use them against you - #quote #mentalhealth #psychology #depression #anxiety"""
0.342,"""I wouldn't fret. There's too many opportunities in life to worry about one not working out."""
0.812,"""Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping."""
0.540,"""Way to get a hold of her 😊 #depressing"""
0.396,"""Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'"""
0.438,"""Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake."""
0.271,"""A stumbling block to the pessimist is a stepping stone to the optimist."""
0.396,"""A pessimist is someone who, when opportunity knocks, complains about the noise."""
0.667,"""some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing"""
0.625,"""I hashtag things and the kids always tell me to stop 😭😭😭😭😭 #sadness"""
0.812,"""Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪"""
0.461,"""i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main"""
0.333,"""Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq"""
0.458,"""is it all doom and gloom? I only want to hear lovely things about airbnb!"""
0.583,"""I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken."""
0.229,"""hi little late to lost girl but think you awesome from South Afrikaans:-)"""
0.271,"""Her eyes stayed glued to the monitor, not turning away for anything"""
0.531,"""Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. ― W. Somerset Maughm"""
0.875,"""Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou"""
0.750,"""Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost"""
0.460,""": I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -"""
0.438,"""and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'"""
0.708,"""Condolences to the JC and the Georges family.."""
0.438,"""Penny dreadful 3 temporada"""
0.197,"""aaahhhh! a little to soothe the soul. #music #blues"""
0.271,"""everything in the dream stayed there"""
0.458,"""Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system."""
0.562,"""for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for"""
0.342,"""And with rich Fumes his sullen sences cheer'd."""
0.618,"""It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #ourworld"""
0.333,"""ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂"""
0.917,"""So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing"""
0.235,"""Alt-J - Hunger of the pine."""
0.509,"""Finally watched #hungergamesmockingjay2 this morning, sadly I feel a little disappointed #toomuchhype"""
0.729,"""so lost i'm faded"""
0.708,"""when you click over and over again for a cupcake but there are no vehicles available... #sadness"""
0.600,"""can it stay gloomy but get cold pls"""
0.417,"""dont play with this master noob u want to win.. #serious"""
0.875,"""Depression sucks!"""
0.667,"""and it's kinda depressing hey!!! 😑"""
